BusinessTravel_Travel_Frequently,Department_Maternity,Department_Neurology,Gender_Male,MaritalStatus_Married,OverTime_Yes,Age,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TrainingTimesLastYear,WorkLifeBalance,YearsSinceLastPromotion
0.0,1.0,0.0,1.0,0.0,0.0,-0.7561244700273938,-0.24468608215035825,-0.14844114810637157,0.35089287901883237,3,0.0,1.4719194491592806,-0.4427845554694124,0.7228437868853647,-0.7927565646909434,2,-0.4503993474013841,-1.194352964243481,2.6457513110645907,0.9368333255862001,0.0,1.445238913130994,0.0,-1.4566566838538828,-2.249930932330461,1.7320508075688772
0.0,1.0,0.0,1.0,0.0,0.0,-0.19820118298331246,1.3144570854786537,-1.0370288776113423,1.3874981988545936,1,0.0,1.4719194491592806,1.6422872355928886,0.7228437868853647,-0.7927565646909434,2,-0.4503993474013841,1.4733213319041891,1.4142135623730951,-0.8560017809453456,0.0,-1.4740229839996486,0.0,-0.5067026050244682,0.5841166843550235,1.0
0.0,1.0,0.0,0.0,1.0,0.0,-0.08661652557449619,-1.7379499610063134,-0.7831466691813507,1.3874981988545936,3,0.0,0.5138004536816867,-0.9914876583805442,-0.5600356181203291,-0.7927565646909434,3,-0.4503993474013841,-0.16610735851512895,2.6457513110645907,1.8332508788519732,0.0,1.445238913130994,0.0,0.4432514738049463,0.5841166843550235,1.4142135623730951
0.0,1.0,0.0,1.0,1.0,0.0,-1.0908784422538425,0.9521209972268411,0.9940287898285908,-1.7223177606526905,1,0.0,-0.444318541795907,-0.7171361069249783,0.7228437868853647,-0.7927565646909434,2,0.4815226981596238,-0.16483582643879544,1.0,-0.8560017809453456,0.0,0.47215161408744644,0.0,-0.5067026050244682,0.5841166843550235,1.4142135623730951
0.0,0.0,0.0,1.0,0.0,0.0,0.24813744665195261,1.2321079745123327,-0.27538225232136737,1.3874981988545936,5,0.0,-1.4024375372735007,1.0387138223906436,0.7228437868853647,0.4017925076255321,2,1.4134447437206317,1.6287308079005052,2.23606797749979,-0.5571959298567547,0.0,1.445238913130994,0.0,0.4432514738049463,0.5841166843550235,1.0
0.0,1.0,0.0,1.0,0.0,1.0,-0.3097858403921287,-1.2218955322840348,-0.14844114810637157,-0.685712440816929,3,0.0,0.5138004536816867,-1.0463579686716575,-0.5600356181203291,-0.7927565646909434,3,-1.382321392962392,-0.5794965646653293,1.0,2.132056729940564,0.0,-1.4740229839996486,0.0,-1.93163372326859,0.5841166843550235,1.4142135623730951
0.0,0.0,1.0,0.0,1.0,0.0,0.024968131834320083,0.8972215899159603,-0.14844114810637157,1.3874981988545936,5,0.0,-1.4024375372735007,-0.7171361069249783,0.7228437868853647,-0.7927565646909434,3,0.4815226981596238,-1.603786292822866,1.4142135623730951,0.04041577232042731,0.0,1.445238913130994,0.0,-1.93163372326859,0.5841166843550235,1.7320508075688772
0.0,1.0,0.0,1.0,0.0,0.0,0.5828914188784015,-1.153271273145434,1.6287343109035701,0.35089287901883237,3,0.0,0.5138004536816867,1.5325466150106621,0.7228437868853647,-0.7927565646909434,2,-1.382321392962392,1.0921442716877707,1.0,-0.5571959298567547,0.0,-1.4740229839996486,0.0,-0.5067026050244682,0.5841166843550235,1.0
0.0,0.0,0.0,1.0,0.0,0.0,-0.08661652557449619,1.1964233597602603,-0.27538225232136737,1.3874981988545936,2,0.0,0.5138004536816867,-1.4304501407094499,0.7228437868853647,0.4017925076255321,2,0.4815226981596238,0.8487165197408141,1.0,-0.8560017809453456,0.0,1.445238913130994,0.0,0.4432514738049463,0.5841166843550235,1.4142135623730951
0.0,0.0,0.0,0.0,0.0,1.0,1.252399363331299,1.3391618187685501,-0.7831466691813507,-0.685712440816929,1,0.0,0.5138004536816867,-1.9242829333294684,0.7228437868853647,0.4017925076255321,2,-1.382321392962392,-1.1450457759501045,2.23606797749979,-1.1548076320339367,0.0,-1.4740229839996486,0.0,0.4432514738049463,2.0011404926977656,1.0
